"","mergeID","PITID","FishID","TL","Weight","ConditionFactor","InfectionScore","Sex","TrialDay","TrialRound","UniqueID","TankID","avespeed_tot","avespeed_mob","aveacceler","propmoving.exp","dist","timefrozen_tot.ln","centretime.lnplus1","emergelat.bin","endpointlat.bin","endpointspeed.ln","refugereturnlat.ln","PC1","PC2"
"37","G18_2",2216,"G18",13.3,26,1.10514286734418,1,"m",2,6,"ACT2_6C","D",36.47373199,59.73711777,147.6784363,1.77979228023992,46678.23047,5.24755024949438,3.81109708683819,1,1,2.56494935746154,3.13549421592915,-0.297254632854315,0.620335536086088
"38","G18_3",2216,"G18",13.3,27,1.14764836224203,1,"m",3,1,"ACT3_1C","D",33.80050659,64.06497192,117.9078598,1.62810827116735,42766.59375,5.70044357339069,3.76120011569356,1,0,5.37989735354046,4.45434729625351,-0.0300744652166471,0.030379370550818
"39","G19_1",2019,"G19",13.4,37,1.53775564148516,3,"m",1,5,"ACT1_5E","E",30.91571426,48.84003448,111.9288559,1.82119505275609,40521.02734,5.03043792139244,3.96271611974366,0,0,6.60665018619822,4.24849524204936,0.0631449177999235,-0.623215950177665
"40","G19_2",2019,"G19",13.4,38,1.57931660476854,3,"m",2,3,"ACT2_3B","E",27.70397568,42.40126419,106.3114548,1.85398914274144,36718.72266,4.8338981155962,3.23474917402449,1,0,5.17614973257383,4.27666611901606,0.0500567483526826,0.0148052412208296
"41","G19_3",2019,"G19",13.4,40,1.6624385313353,3,"m",3,3,"ACT3_3G","E",24.66138649,41.81721878,93.15203857,1.70832598861534,33201.15234,5.37620390520511,3.03974915897077,1,1,2.99573227355399,4.07753744390572,0.118965940398308,0.656582663026784
"42","G20_1",2213,"G20",13.8,31,1.17957194475646,2,"m",1,3,"ACT1_3A","D",14.14190674,50.82613373,56.36860275,1.27680452535314,18499.81055,6.61230981591252,2.62466859216316,0,0,NA,NA,0.818420854756896,-0.123475764660119
"43","G20_2",2213,"G20",13.8,30,1.14152123686109,2,"m",2,5,"ACT2_5C","D",2.634490252,53.66956711,12.34773922,1.02768488814344,3749.85376,7.05626148728136,1.91692261218206,NA,NA,NA,NA,NA,NA
"44","G21_1",2038,"G21",17.3,70,1.35194719989524,3,"m",1,3,"ACT1_3C","D",51.64512253,66.32027435,183.0036011,2.11562078119725,65978.78125,3.50254987592244,4.36944785246702,1,1,3.25809653802148,4.04305126783455,-0.951981972521684,-0.185764431460382
"45","G22_1",2030,"G22",13.3,31,1.31767034183344,2,"f",1,3,"ACT1_3E","D",24.21972847,54.62835693,86.71794128,1.50676083902439,30717.77148,3.75185425327532,4.04129534113228,0,0,NA,NA,0.217172404481875,-0.479967153736961
"46","G22_2",2030,"G22",13.3,32,1.36017583673129,2,"f",2,5,"ACT2_5D","D",22.90641975,49.32164764,89.71540833,1.51499326741354,29633.74023,5.90889782345102,4.94662996412034,0,0,NA,NA,0.386096373351805,-0.350273316322548
"47","G22_3",2030,"G22",13.3,32,1.36017583673129,2,"f",3,1,"ACT3_1H","D",4.256118298,20.82761955,25.62083626,1.07705500576094,7066.549805,6.8022836460399,5.45146754604171,0,0,NA,NA,1.17648908737356,0.265325106091828
"48","G24_1",2228,"G24",15.5,46,1.235272397704,1,"m",1,4,"ACT1_4G","D",19.96536446,46.75128937,80.5796814,1.46851398950201,26236.44141,5.83597964426759,4.75445188870385,1,1,2.63905732961526,3.36729582998647,0.278479208953913,0.825566874090866
"49","G24_2",2228,"G24",15.5,48,1.28897989325635,1,"m",2,6,"ACT2_6E","D",29.34024429,54.95696259,122.3347092,1.65424037078761,38267.62891,5.33126846668772,3.61091791264422,1,1,2.30258509299405,3.43398720448515,-0.0737427924508791,0.531290516838774
"50","G24_3",2228,"G24",15.5,51,1.36954113658487,1,"m",3,1,"ACT3_1B","D",24.03099823,54.25101852,90.10153961,1.46990773865316,32713.41992,6.18229149694565,5.54087131138207,1,1,3.61091791264422,2.89037175789616,0.126631514718639,0.615648851546523
"51","G25_1",2122,"G25",13.7,29,1.12781092288768,1,"m",1,5,"ACT1_5A","D",27.28488731,46.17334747,122.3486099,1.73426339490746,36484.07422,4.55071400019203,2.47653840011748,1,1,3.09104245335832,4.18965474202643,-0.0195428811859939,0.813407201987417
"52","G25_2",2122,"G25",13.7,29,1.12781092288768,1,"m",2,6,"ACT2_6D","D",32.20535278,48.32897568,147.3959351,1.87881952239151,42278.37109,4.60316818331742,3.58905911883173,1,1,2.484906649788,3.58351893845611,-0.245902056157781,0.71208714125844
"53","G25_3",2122,"G25",13.7,28,1.08892089106397,1,"m",3,1,"ACT3_1A","D",27.40758324,48.52625656,118.018959,1.69789411281391,36171.94141,5.6436785505865,1.3609765531356,1,1,3.09104245335832,3.95124371858143,0.117385446489526,0.862160016828796
"54","G26_1",2147,"G26",13,31,1.41101502048248,3,"f",1,4,"ACT1_4A","D",37.62119675,55.492733,135.9152527,1.92221472909261,47772.97656,4.49200148788245,3.83297979808769,1,1,3.43398720448515,6.19236248947487,-0.391758839746047,0.464034348260178
"55","G26_2",2147,"G26",13,31,1.41101502048248,3,"f",2,6,"ACT2_6B","D",19.80940628,53.48014832,80.4477005,1.38304471631782,25639.79883,6.34229745956308,3.75653810258775,0,0,3.73766961828337,1.38629436111989,0.546347856682356,-0.33639672917953
"56","G26_3",2147,"G26",13,32,1.45653163404643,3,"f",3,1,"ACT3_1F","D",12.74363518,48.3531723,47.39408875,1.24817150951383,16848.72656,6.63725803128446,3.36384159511839,0,0,4.46590811865458,2.83321334405622,0.836964386331595,-0.184165190291363
"57","G27_1",2116,"G27",13.4,28,1.16370697193471,1,"m",1,3,"ACT1_3D","D",53.27090454,69.88514709,205.3202667,2.11420035444053,71356.05469,4.47506150064107,3.22684399451738,1,1,2.77258872223978,5.29330482472449,-0.920747621919364,0.174993134464876
"58","G27_2",2116,"G27",13.4,29,1.2052679352181,1,"m",2,6,"ACT2_6F","D",36.91891098,64.75605774,146.7367096,1.71185763819152,46163.59766,5.40132511662227,3.66612246699132,1,1,2.77258872223978,3.61091791264422,-0.295163273012739,0.51898574990071
"59","G27_3",2116,"G27",13.4,27,1.12214600865133,1,"m",3,1,"ACT3_1G","D",22.4446888,52.49478531,84.50549316,1.44802014621696,30368.54883,6.02996384625859,3.8286413964891,0,0,NA,NA,0.470294243047604,-0.240858326976022
"60","G28_1",2110,"G28",14.9,43,1.29989912178211,1,"m",1,4,"ACT1_4C","D",24.91535759,59.92234802,89.60579681,1.50946852398547,31803.21875,6.17565934828362,4.2780540442909,1,1,2.70805020110221,3.93182563272433,0.133570045219794,0.641711166713311
"61","G28_2",2110,"G28",14.9,44,1.33012933391657,1,"m",2,5,"ACT2_5F","D",27.6168251,62.41623688,103.3243179,1.51793662789916,34374.39063,6.24261229483179,5.14107859012155,1,1,4.47733681447821,2.94443897916644,0.0194224134254233,0.563656757689279
"62","G28_3",2110,"G28",14.9,45,1.36035954605104,1,"m",3,1,"ACT3_1D","D",35.23678207,55.53258896,128.8289795,1.82767460286253,44635.66797,5.05433314936197,5.41832015894273,1,0,NA,3.58351893845611,-0.225125552734235,-0.17148834900521
"63","G29_1",2156,"G29",16.7,60,1.28825500063017,1,"m",1,6,"ACT1_6B","E",35.35190201,64.68862152,115.8107376,1.6750613123581,45533.46094,4.79413628550071,4.02177386938726,1,1,2.484906649788,4.00733318523247,-0.275230599587228,0.253325992317899
"64","G29_2",2156,"G29",16.7,61,1.30972591730734,1,"m",2,3,"ACT2_3D","E",36.35943604,56.86929703,136.3191376,1.85037645763067,47750.35547,5.26527751246984,3.36729582998647,1,1,1.6094379124341,3.78418963391826,-0.295442179162392,0.290284329847895
"65","G29_3",2156,"G29",16.7,64,1.37413866733885,1,"m",3,2,"ACT3_2D","E",29.46918106,54.66563034,112.2802505,1.65310527822972,39146.83984,5.42097737928392,2.89037175789616,1,1,3.55534806148941,3.8286413964891,-0.0350263318276503,0.379522040110754
"66","G30_1",2034,"G30",13,27,1.22894856622667,2,"m",1,4,"ACT1_4B","D",40.45141602,61.55904388,144.4046326,1.84132612290904,51136.94922,4.20618404397764,4.07414185490458,1,1,3.09104245335832,3.95124371858143,-0.47817957882278,0.461354679472409
"67","G30_2",2034,"G30",13,26,1.18343195266272,2,"m",2,5,"ACT2_5H","D",34.27407074,47.03160477,153.2724457,2.02343992452489,45060.10156,4.85203026391962,3.65325227647079,1,1,4.23410650459726,4.9416424226093,-0.317657592261471,0.699269248405967
"68","G31_1",2089,"G31",13.7,39,1.51671124112481,1,"m",1,4,"ACT1_4E","D",39.09820557,58.62684631,133.9951782,1.89996112417017,49132.30078,2.89037175789616,3.49650756146648,0,0,NA,NA,-0.333848593798379,-0.926167186117911
"69","G31_2",2089,"G31",13.7,39,1.51671124112481,1,"m",2,6,"ACT2_6A","D",42.17656326,56.17679596,164.0066376,2.07386580242338,52801.19531,2.87356463957978,3.18221184049661,0,0,NA,NA,-0.480075877223278,-0.972700210672034
"70","G34_1",2119,"G34",15.4,55,1.50591523504325,2,"f",1,3,"ACT1_3H","D",29.44417191,54.52335358,110.9964371,1.66082327795348,38407.92969,5.4402508624367,4.03246915850401,1,1,3.2188758248682,4.15888308335967,-0.0756339973777524,0.410108172053451
"71","G34_2",2119,"G34",15.4,55,1.50591523504325,2,"f",2,6,"ACT2_6H","D",22.96009636,46.93788147,100.6687317,1.56140537012593,30272.33594,5.97913889741734,2.18605127673809,1,1,4.47733681447821,2.30258509299405,0.233440350250011,0.593499102022412
"72","G34_3",2119,"G34",15.4,53,1.45115468104168,2,"f",3,2,"ACT3_2C","D",2.572062492,15.39129925,16.39823723,1.03522102847497,4663.263184,7.02784675923996,0,0,0,NA,3.52636052461616,1.47105369490918,0.148188701035869
"73","G35_1",2021,"G35",15.6,46,1.2116691110774,1,"m",1,4,"ACT1_4F","D",36.6524353,69.55497742,123.1023712,1.64599703184515,46426.86719,5.57139328661046,4.748404354074,0,0,NA,5.20948615284142,-0.0741633137213455,-0.812898091295367
"74","G35_2",2021,"G35",15.6,47,1.2380097439269,1,"m",2,5,"ACT2_5G","D",13.25773811,39.05145645,54.96721268,1.31591357203368,17616.68945,6.51323011091231,3.83729945923221,0,0,NA,NA,0.828993479498987,-0.148464885181159
"75","G35_3",2021,"G35",15.6,48,1.26435037677641,1,"m",3,2,"ACT3_2B","D",21.38794136,45.79494476,86.37666321,1.50280582378556,29839.3457,6.25094002766958,2.40694510831829,0,0,NA,NA,0.54873284167174,-0.385837364869485
"76","G36_1",2126,"G36",15.6,52,1.36971290817445,1,"m",1,4,"ACT1_4H","D",43.80353546,56.24193573,169.1217499,2.13334214893018,56754.04297,2.79728133483015,3.31418600467253,1,1,2.56494935746154,3.66356164612965,-0.760048337052985,0.116565048985177
"77","G36_2",2126,"G36",15.6,52,1.36971290817445,1,"m",2,5,"ACT2_5E","D",27.21306419,45.6930542,104.623848,1.75121561687456,34807.34766,5.49347288132208,3.28840188751681,1,1,1.79175946922805,3.98898404656427,0.0442270267573809,0.602614310420641
"78","G36_3",2126,"G36",15.6,53,1.39605354102396,1,"m",3,1,"ACT3_1E","D",34.38957596,49.86284256,124.5514679,1.92995144197145,43960.74609,4.6931810633108,3.5918177412708,1,1,1.6094379124341,3.52636052461616,-0.270236108407918,0.400721205229479
"79","G38_1",1313,"G38",11.7,24,1.49848933543871,2,"m",1,2,"ACT1_2F","C",42.5879364,59.64762878,136.3898315,1.99033766450889,53363.49219,3.4904285153901,3.58073729549423,1,1,3.25809653802148,4.06044301054642,-0.583968334386889,0.346135438191452
"80","G38_2",1313,"G38",11.7,25,1.56092639108199,2,"m",2,2,"ACT2_2D","C",41.11387253,55.00705338,160.6928406,2.06184858342526,52893.10547,3.8877303128591,3.80888224650863,1,1,3.09104245335832,3.98898404656427,-0.60374400128371,0.363753433708995
"81","G38_3",1313,"G38",11.7,25,1.56092639108199,2,"m",3,4,"ACT3_4D","C",36.64358521,49.44364548,144.661026,2.0471552940141,47294.11328,3.76584049525006,3.58073729549423,1,1,2.56494935746154,3.89182029811063,-0.46200808413059,0.477679777249285
"82","G39_1",2112,"G39",12.9,32,1.49066772131408,1,"m",1,1,"ACT1_1D","C",45.77867508,65.9125824,156.6507263,1.95579941346342,58592.18359,3.75419892023458,3.93963817246112,1,1,3.29583686600433,4.24849524204936,-0.707947804032177,0.178787355747218
"83","G39_2",2112,"G39",12.9,32,1.49066772131408,1,"m",2,2,"ACT2_2A","C",36.86471176,60.9798851,123.1084137,1.77499326756667,46989.29297,4.01638302075239,3.72086249996699,0,1,3.17805383034795,3.58351893845611,-0.267077479256528,-0.190054988669858
"84","G39_3",2112,"G39",12.9,33,1.53725108760514,1,"m",3,5,"ACT3_5B","C",21.20429993,54.10448837,73.09890747,1.42561910782348,27153.66992,6.13945342482143,4.05525717351405,NA,NA,NA,NA,NA,NA
"85","G40_1",2101,"G40",12.8,28,1.33514404296875,1,"m",1,1,"ACT1_1E","C",32.94677734,55.33686066,116.3058548,1.75168841959256,42090.96094,3.82209829790016,3.62700405039585,1,1,3.13549421592915,4.95582705760126,-0.257372080514792,0.56964219395654
"86","G40_2",2101,"G40",12.8,27,1.28746032714844,1,"m",2,2,"ACT2_2B","C",12.09745121,50.99975967,48.68787003,1.22014114905546,15800.65234,6.58975144664397,4.39197696552705,0,0,NA,NA,0.812726263032696,-0.0983395278772141
"87","G40_3",2101,"G40",12.8,28,1.33514404296875,1,"m",3,4,"ACT3_4G","C",2.308203459,11.62896729,12.74443436,1.00403634920337,4267.463379,7.08732304757947,0,0,0,NA,NA,1.54036570133011,0.442919615360206
"88","G41_1",2133,"G41",14.2,32,1.11759627393402,1,"m",1,2,"ACT1_2H","C",10.85033894,54.24602127,39.13879013,1.18608487014193,14169.86816,6.719858207855,2.19722457733622,0,0,NA,NA,0.946437600590178,-0.0822003147240132
"89","G41_2",2133,"G41",14.2,31,1.08267139037358,1,"m",2,1,"ACT2_1E","C",21.51032829,46.391716,89.02384949,1.52932273876194,28153.36914,5.7362496647937,4.94662996412034,0,0,NA,NA,0.428848852147993,-0.201199687085119
"90","G42_1",2014,"G42",15.5,45,1.20841864992783,2,"m",1,1,"ACT1_1A","C",36.36778641,56.99541855,139.0204163,1.83715316399484,46802.82813,4.84733174313806,4.24992279404054,0,0,NA,NA,-0.134788256208881,-0.733473089705102
"91","G44_1",2009,"G44",10.5,14,1.20937263794407,2,"m",1,2,"ACT1_2D","C",28.64929962,59.90959167,94.57930756,1.56530009405569,37427.84375,5.32398511329661,3.91402100809082,0,0,NA,3.98898404656427,0.215189606768428,-0.355893956521475
"92","G44_2",2009,"G44",10.5,13,1.12298887809092,2,"m",2,1,"ACT2_1A","C",21.93288612,59.6257019,84.38700104,1.40365785796774,27722.32813,6.30536246169066,4.22537282462851,0,1,3.76120011569356,4.34380542185368,0.376230431657576,0.435133675459597
"93","G44_3",2009,"G44",10.5,13,1.12298887809092,2,"m",3,4,"ACT3_4A","C",15.7500515,47.88713455,63.73259354,1.33196557075153,20585.12891,6.30060229158905,4.59814557105113,0,0,NA,3.68887945411394,0.692321871787203,0.0355019450109717
"94","G45_1",2070,"G45",11,18,1.35236664162284,3,"f",1,1,"ACT1_1B","C",27.43066406,56.53570557,97.45061493,1.53495706659032,36302.03906,5.99121451585277,3.17805383034795,0,0,NA,NA,0.320446755621163,-0.36944063924803
"95","G45_2",2070,"G45",11,18,1.35236664162284,3,"f",2,1,"ACT2_1C","C",3.723870754,37.54680634,22.28316879,1.04142278634511,5668.289551,7.06219163228656,0.405465108108164,NA,NA,NA,NA,NA,NA
"96","G46_1",2024,"G46",16.3,50,1.1545352337599,1,"m",1,2,"ACT1_2B","C",40.0824852,65.10315704,126.4617767,1.80386256633996,55874.38672,5.31811999384422,4.83469334426634,0,0,NA,6.44730586254121,-0.210145880678305,-0.862723163912983
"97","G46_2",2024,"G46",16.3,50,1.1545352337599,1,"m",2,1,"ACT2_1F","C",34.06825638,54.89578247,120.1858139,1.78938777462591,43224.83594,4.65681341913993,4.54754107315146,0,0,NA,NA,-0.047670270530948,-0.692394629247133
"98","G46_3",2024,"G46",16.3,52,1.2007166431103,1,"m",3,4,"ACT3_4B","C",32.64383316,54.41271591,123.7369919,1.76734674179099,47795.28516,5.26682669945667,3.98898404656427,0,0,NA,NA,0.00026413496782379,-0.709862517151278
"99","G48_1",2084,"G48",9.8,12,1.27497896284711,3,"f",1,1,"ACT1_1G","C",7.048670769,52.91149139,28.56866837,1.09027098234581,10702.05371,6.46037382777268,1.54756250871601,0,0,NA,NA,1.05930785825019,0.0728281720207964
"100","G48_2",2084,"G48",9.8,11,1.16873071594319,3,"f",2,1,"ACT2_1G","C",7.177793026,81.7110672,29.01316452,1.06856104324984,9578.140625,7.02019070831193,2.71469474382088,NA,NA,NA,NA,NA,NA
"101","G49_1",2040,"G49",13.2,35,1.52176030275204,2,"m",1,2,"ACT1_2C","C",54.8841629,70.04046631,147.2184906,2.09166350124586,69119.28125,3.50254987592244,4.23988686751276,1,1,3.97029191355212,4.40671924726425,-0.922822391436325,-0.00724585567042476
"102","G49_2",2040,"G49",13.2,35,1.52176030275204,2,"m",2,2,"ACT2_2F","C",50.88685226,67.19674683,168.4738617,2.09049888197062,64063.67578,3.9963641538619,4.22097721315547,1,1,2.99573227355399,4.47733681447821,-0.853923392830925,0.0687082539347479
"103","G49_3",2040,"G49",13.2,36,1.56523916854495,2,"m",3,4,"ACT3_4H","C",43.86082077,58.68994141,154.0198975,2.05153389741948,54948.60938,4.41763506214125,3.5055573969864,1,1,3.29583686600433,5.3890717298165,-0.593501844677603,0.239633660300575
"104","G51_1",2044,"G51",14,35,1.27551020408163,2,"m",1,1,"ACT1_1F","C",27.23720741,67.98152161,82.09333801,1.45484993085749,34586.71875,6.19195340785739,0.641853886172395,0,0,NA,NA,0.431464660914688,-0.563952431198056
