Vandområde;MarinReferenceKode;Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;MC-stationsnr;Dato;Tid;MiljøcenterNavn;Dataleverandør;Antal delprøver (stk);Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Maskevidde (um);Haps breddegrad;Haps længdegrad;Haps X_UTM;Haps Y_UTM;Artsrække;Artsnavn;Stadie;Antal (stk);Biomasse vådvægt (g);Biomasse tørvægt (g);Askevægt (g);Kontrol;Kvalitet;ObsSted_bredde;ObsSted_længde;ObsSted_X_UTM;ObsSted_Y_UTM
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"15";"2.90";"Haps";"143";"1000";"5442,044";"1152,438";"685183";"6065282";"Mollusca";"Rissoa sp.";"Ej oplyst";"19";"0,1459";"0,0697";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"15";"2.90";"Haps";"143";"1000";"5442,044";"1152,438";"685183";"6065282";"Mollusca";"Mytilus edulis";"Ej oplyst";"1";"0,005";"0,0021";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"15";"2.90";"Haps";"143";"1000";"5442,044";"1152,438";"685183";"6065282";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"6";"0,6622";"0,2932";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"16";"2.90";"Haps";"143";"1000";"5442,397";"1150,565";"683146";"6065854";"Nemertini";"Nemertini indet.";"Ej oplyst";"2";"0,0108";"0,0019";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"16";"2.90";"Haps";"143";"1000";"5442,397";"1150,565";"683146";"6065854";"Annelida";"Polydora cornuta";"Ej oplyst";"1";"0,0092";"0,0016";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"16";"2.90";"Haps";"143";"1000";"5442,397";"1150,565";"683146";"6065854";"Arthropoda";"Gammarus sp.";"Ej oplyst";"2";"0,0405";"0,0063";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"16";"2.90";"Haps";"143";"1000";"5442,397";"1150,565";"683146";"6065854";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"32";"0,2669";"0,0242";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"16";"2.90";"Haps";"143";"1000";"5442,397";"1150,565";"683146";"6065854";"Mollusca";"Hydrobia sp.";"Ej oplyst";"6";"0,019";"0,0107";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"16";"2.90";"Haps";"143";"1000";"5442,397";"1150,565";"683146";"6065854";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"1";"0,1487";"0,059";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Nemertini";"Nemertini indet.";"Ej oplyst";"2";"0,017";"0,0033";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Arthropoda";"Jaera albifrons";"Ej oplyst";"1";"0,0001";"0,0001";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"30";"0,0663";"0,0095";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"10";"0,057";"0,0087";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"6";"0,0988";"0,0536";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Mollusca";"Hydrobia sp.";"Ej oplyst";"3";"0,0108";"0,0059";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Mollusca";"Littorina saxatilis";"Ej oplyst";"1";"0,041";"0,0196";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Mollusca";"Rissoa sp.";"Ej oplyst";"2";"0,0195";"0,0083";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"17";"2.80";"Haps";"143";"1000";"5442,221";"1150,904";"683523";"6065543";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"15";"1,334";"0,6696";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"1";"2.60";"Haps";"143";"1000";"5442,932";"1151,293";"683887";"6066878";"Mollusca";"Littorina saxatilis";"Ej oplyst";"1";"0,0412";"0,0252";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"18";"3.00";"Haps";"143";"1000";"5442,140";"1151,300";"683954";"6065410";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"1";"0,0098";"0,0018";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Nemertini";"Nemertini indet.";"Ej oplyst";"1";"0,0107";"0,0019";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Annelida";"Polydora cornuta";"Ej oplyst";"1";"0,001";"0,0001";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"34";"0,0979";"0,0128";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"13";"0,1149";"0,0131";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"7";"0,0986";"0,056";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Mollusca";"Hydrobia sp.";"Ej oplyst";"1";"0,0022";"0,0011";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Mollusca";"Rissoa sp.";"Ej oplyst";"4";"0,0478";"0,0244";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Mollusca";"Mytilus edulis";"Ej oplyst";"2";"2,4803";"0,941";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"19";"3.00";"Haps";"143";"1000";"5442,012";"1151,721";"684416";"6065191";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"6";"0,1925";"0,0981";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Nemertini";"Nemertini indet.";"Ej oplyst";"1";"0,0746";"0,0104";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Annelida";"Pygospio elegans";"Ej oplyst";"3";"0,0029";"0,0015";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Annelida";"Oligochaeta indet.";"Ej oplyst";"1";"0,0013";"0,0003";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Arthropoda";"Gammarus salinus";"Ej oplyst";"1";"0,0004";"0,0001";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"7";"0,0126";"0,0019";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"3";"0,0224";"0,003";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"3";"0,0448";"0,0237";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Mollusca";"Mytilus edulis";"Ej oplyst";"1";"1,0312";"0,4125";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"20";"3.00";"Haps";"143";"1000";"5441,846";"1152,159";"684899";"6064903";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"3";"0,1159";"0,0527";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"1";"2.60";"Haps";"143";"1000";"5442,932";"1151,293";"683887";"6066878";"Mollusca";"Hydrobia sp.";"Ej oplyst";"18";"0,064";"0,0407";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"1";"2.60";"Haps";"143";"1000";"5442,932";"1151,293";"683887";"6066878";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"5";"0,1099";"0,0619";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"1";"2.60";"Haps";"143";"1000";"5442,932";"1151,293";"683887";"6066878";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"4";"0,0158";"0,0019";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Annelida";"Pygospio elegans";"Ej oplyst";"5";"0,0039";"0,0019";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Annelida";"Fabriciinae indet.";"Ej oplyst";"3";"0,0002";"0,0001";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Arthropoda";"Idotea chelipes";"Ej oplyst";"7";"0,0909";"0,0329";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Arthropoda";"Sphaeroma hookeri";"Ej oplyst";"6";"0,1126";"0,0312";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Arthropoda";"Gammarus salinus";"Ej oplyst";"1";"0,0366";"0,0063";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"17";"0,0304";"0,0045";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"10";"0,0333";"0,006";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"13";"0,3057";"0,1754";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Mollusca";"Hydrobia sp.";"Ej oplyst";"1";"0,0044";"0,0026";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Mollusca";"Rissoa sp.";"Ej oplyst";"4";"0,0442";"0,0232";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Mollusca";"Mytilus edulis";"Ej oplyst";"6";"3,2295";"1,4035";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"7";"2.60";"Haps";"143";"1000";"5442,612";"1151,467";"684098";"6066292";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"25";"1,0237";"0,4222";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Nemertini";"Nemertini indet.";"Ej oplyst";"2";"0,0019";"0,0004";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Annelida";"Platynereis dumerilii";"Ej oplyst";"1";"0,0013";"0,0002";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Arthropoda";"Idotea chelipes";"Ej oplyst";"2";"0,0406";"0,011";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"24";"0,0412";"0,006";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"23";"0,1225";"0,0195";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"13";"0,2303";"0,1323";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Mollusca";"Hydrobia sp.";"Ej oplyst";"6";"0,0263";"0,0172";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Mollusca";"Littorina saxatilis";"Ej oplyst";"1";"0,0321";"0,0145";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Mollusca";"Rissoa sp.";"Ej oplyst";"4";"0,044";"0,0222";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250152";"625 Guldborg Sund";"BF Bredningen";"2007-05-23";"0";"Naturstyrelsen";"Naturstyrelsen, Nykøbing F";"20";"6";"2.80";"Haps";"143";"1000";"5442,725";"1151,091";"683686";"6066485";"Mollusca";"Mytilus edulis";"Ej oplyst";"1";"0,3481";"0,1325";"";"FagK";"GODK";"5442,429";"1151,764";"684431";"6065966"
