Vandområde;MarinReferenceKode;Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;MC-stationsnr;Dato;Tid;MiljøcenterNavn;Dataleverandør;Antal delprøver (stk);Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Maskevidde (um);Haps breddegrad;Haps længdegrad;Haps X_UTM;Haps Y_UTM;Artsrække;Artsnavn;Stadie;Antal (stk);Biomasse vådvægt (g);Biomasse tørvægt (g);Askevægt (g);Kontrol;Kvalitet;ObsSted_bredde;ObsSted_længde;ObsSted_X_UTM;ObsSted_Y_UTM
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Cnidaria";"CAMPANULARIIDAE";"Ej oplyst";"1";"0,0094";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Annelida";"Platynereis dumerilii";"Ej oplyst";"2";"0,0411";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Mytilus edulis";"Ej oplyst";"1";"0,0083";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Pusillina sarsi";"Ej oplyst";"4";"0,047";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Littorina saxatilis";"Ej oplyst";"3";"0,0908";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Hydrobia ulvae";"Ej oplyst";"15";"0,1285";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"23";"0,4982";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Chironomus aprilinus";"Ej oplyst";"387";"3,7597";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Macroplea mutica";"Ej oplyst";"2";"0,0053";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"6";"0,0155";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Corophium crassicorne";"Ej oplyst";"3";"0,0043";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Jaera albifrons";"Ej oplyst";"1";"0,003";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Idotea chelipes";"Ej oplyst";"4";"0,0665";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Annelida";"Spirorbinae indet.";"Ej oplyst";"1";"0,0019";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Nemertini";"Nemertini indet.";"Ej oplyst";"5";"0,0664";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Bryozoa";"Electra crustulenta";"Ej oplyst";"1";"0,0342";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"2";"0,1095";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Parvicardium sp.";"Ej oplyst";"4";"0,1699";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Mytilus edulis";"Ej oplyst";"10";"4,2001";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Rissoa sp.";"Ej oplyst";"5";"0,0622";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Littorina saxatilis";"Ej oplyst";"6";"0,2607";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Hydrobia ulvae";"Ej oplyst";"9";"0,1001";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"30";"0,4707";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Chironomus aprilinus";"Ej oplyst";"300";"1,8979";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"10";"0,045";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"16";"0,026";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Corophium crassicorne";"Ej oplyst";"3";"0,0045";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Gammarus sp.";"Ej oplyst";"4";"0,0163";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Corophium crassicorne";"Ej oplyst";"3";"0,0018";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Jaera albifrons";"Ej oplyst";"5";"0,0082";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Sphaeroma hookeri";"Ej oplyst";"1";"0,0091";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Idotea sp.";"Ej oplyst";"14";"0,2162";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Annelida";"Fabriciinae indet.";"Ej oplyst";"3";"0,0004";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Annelida";"Platynereis dumerilii";"Ej oplyst";"7";"0,129";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Nemertini";"Nemertini indet.";"Ej oplyst";"5";"0,1933";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Hydrobia sp.";"Ej oplyst";"25";"0,1291";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Jaera albifrons";"Ej oplyst";"3";"0,006";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Idotea sp.";"Ej oplyst";"10";"0,1441";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Littorina saxatilis";"Ej oplyst";"9";"0,3914";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Hydrobia sp.";"Ej oplyst";"65";"0,362";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Hydrobia ulvae";"Ej oplyst";"18";"0,2057";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"39";"0,6189";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Chironomus aprilinus";"Ej oplyst";"236";"1,493";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Chironomidae indet.";"Ej oplyst";"32";"1,104";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"28";"0,0444";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Nemertini";"Nemertini indet.";"Ej oplyst";"4";"0,1521";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Parvicardium sp.";"Ej oplyst";"15";"0,6265";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Mytilus edulis";"Ej oplyst";"8";"3,446";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6253";"Guldborg Sund Bredning";"96250151";"625 Guldborg Sund";"0601090";"2004-03-24";"0";"Naturstyrelsen";"Storstrøms amt";"3";"1";"3.00";"Van Veen";"1000";"1000";"5442,380";"1151,601";"684259";"6065868";"Mollusca";"Rissoa sp.";"Ej oplyst";"8";"0,099";"";"";"FagK";"GODK";"5442,380";"1151,601";"684259";"6065868"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"10";"0,0884";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Mollusca";"Mytilus edulis";"Ej oplyst";"105";"22,48";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Mollusca";"Pusillina sarsi";"Ej oplyst";"35";"0,3002";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Mollusca";"Littorina littorea";"Ej oplyst";"1";"0,0581";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Mollusca";"Hydrobia ulvae";"Ej oplyst";"72";"0,6535";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Mollusca";"Theodoxus fluviatilis";"Ej oplyst";"3";"0,0671";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Chironomus salinarius";"Ej oplyst";"49";"0,172";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Ampithoe rubricata";"Ej oplyst";"1";"0,003";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Microdeutopus gryllotalpa";"Ej oplyst";"14";"0,0273";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Corophium insidiosum";"Ej oplyst";"1";"0,0028";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Jaera albifrons";"Ej oplyst";"6";"0,0147";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Idotea chelipes";"Ej oplyst";"1";"0,0026";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Idotea balthica";"Ej oplyst";"1";"0,0493";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Arthropoda";"Balanus sp.";"Ej oplyst";"1";"0,0833";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Annelida";"Tubificoides benedii";"Ej oplyst";"32";"0,1708";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Annelida";"Polydora cornuta";"Ej oplyst";"1";"0,0028";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Annelida";"Neanthes sp.";"Ej oplyst";"1";"0,018";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"3";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Nemertini";"Nemertini indet.";"Ej oplyst";"1";"0,0084";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
"Guldborgsund";"6251";"Guldborg Sund";"96250150";"625 Guldborg Sund";"0601089";"2004-03-30";"0";"Naturstyrelsen";"Storstrøms amt";"3";"2";"4.20";"Van Veen";"1000";"1000";"5455,373";"1142,998";"674090";"6089589";"Mollusca";"Cerastoderma glaucum";"Ej oplyst";"26";"14,2125";"";"";"ElekK";"GODK";"5455,373";"1142,998";"674090";"6089589"
