"","Mean","SD","2.5%","5%","25%","50%","75%","95%","97.5%","text"
"p.G07.P02",0.865,0.094,0.651,0.709,0.816,0.88,0.934,0.983,0.99,"86.5% [65.1%, 99%]"
"p.G08.P02",0.041,0.042,0.001,0.001,0.01,0.027,0.059,0.132,0.157,"4.1% [0.1%, 15.7%]"
"p.G09.P02",0.137,0.125,0.003,0.005,0.034,0.096,0.211,0.388,0.426,"13.7% [0.3%, 42.6%]"
"p.G10.P02",0.028,0.026,0.001,0.002,0.009,0.021,0.04,0.08,0.096,"2.8% [0.1%, 9.6%]"
"p.G11.P02",0.138,0.119,0.003,0.006,0.042,0.102,0.212,0.374,0.408,"13.8% [0.3%, 40.8%]"
"p.G12.P02",0.081,0.071,0.002,0.004,0.024,0.06,0.124,0.222,0.249,"8.1% [0.2%, 24.9%]"
"p.G13.P02",0.772,0.105,0.548,0.602,0.712,0.774,0.842,0.937,0.962,"77.2% [54.8%, 96.2%]"
"p.G14.P02",0.173,0.104,0.008,0.016,0.09,0.171,0.25,0.349,0.377,"17.3% [0.8%, 37.7%]"
"p.G15.P02",0.182,0.098,0.007,0.016,0.106,0.189,0.253,0.336,0.359,"18.2% [0.7%, 35.9%]"
"p.G16.P02",0.922,0.078,0.708,0.757,0.892,0.947,0.977,0.995,0.997,"92.2% [70.8%, 99.7%]"
"p.G17.P02",0.719,0.124,0.445,0.51,0.66,0.732,0.801,0.89,0.918,"71.9% [44.5%, 91.8%]"
"p.G18.P02",0.043,0.041,0.001,0.002,0.011,0.03,0.065,0.128,0.15,"4.3% [0.1%, 15%]"
"p.G19.P02",0.268,0.197,0.003,0.007,0.072,0.261,0.445,0.574,0.61,"26.8% [0.3%, 61%]"
"p.G20.P02",0.876,0.085,0.677,0.717,0.825,0.889,0.943,0.988,0.993,"87.6% [67.7%, 99.3%]"
"p.G21.P02",0.051,0.05,0.001,0.002,0.014,0.035,0.074,0.151,0.176,"5.1% [0.1%, 17.6%]"
"p.G22.P02",0.066,0.06,0.002,0.003,0.019,0.048,0.096,0.183,0.217,"6.6% [0.2%, 21.7%]"
"p.G23.P02",0.068,0.059,0.001,0.003,0.021,0.053,0.098,0.18,0.216,"6.8% [0.1%, 21.6%]"
"p.G24.P02",0.184,0.152,0.004,0.008,0.054,0.139,0.298,0.467,0.501,"18.4% [0.4%, 50.1%]"
"p.G25.P02",0.534,0.161,0.126,0.241,0.447,0.543,0.647,0.771,0.796,"53.4% [12.6%, 79.6%]"
"p.G26.P02",0.145,0.195,0.001,0.002,0.014,0.043,0.176,0.551,0.576,"14.5% [0.1%, 57.6%]"
"p.G27.P02",0.113,0.091,0.002,0.005,0.035,0.092,0.178,0.283,0.317,"11.3% [0.2%, 31.7%]"
"p.G28.P02",0.187,0.139,0.004,0.009,0.063,0.164,0.297,0.434,0.462,"18.7% [0.4%, 46.2%]"
"p.G29.P02",0.223,0.111,0.011,0.024,0.142,0.235,0.308,0.388,0.409,"22.3% [1.1%, 40.9%]"
"p.G30.P02",0.9,0.115,0.595,0.703,0.872,0.934,0.97,0.993,0.996,"90% [59.5%, 99.6%]"
"p.G31.P02",0.131,0.083,0.004,0.01,0.061,0.127,0.192,0.274,0.299,"13.1% [0.4%, 29.9%]"
"p.G32.P02",0.342,0.174,0.029,0.059,0.22,0.332,0.467,0.641,0.676,"34.2% [2.9%, 67.6%]"
"p.G33.P02",0.649,0.122,0.382,0.444,0.583,0.659,0.728,0.828,0.859,"64.9% [38.2%, 85.9%]"
"p.G35.P02",0.132,0.083,0.006,0.011,0.064,0.126,0.192,0.273,0.299,"13.2% [0.6%, 29.9%]"
"p.G36.P02",0.133,0.091,0.004,0.009,0.059,0.121,0.199,0.301,0.325,"13.3% [0.4%, 32.5%]"
"p.G37.P02",0.039,0.038,0,0.001,0.009,0.027,0.057,0.117,0.136,"3.9% [0%, 13.6%]"
"p.G38.P02",0.758,0.122,0.485,0.556,0.696,0.773,0.838,0.927,0.953,"75.8% [48.5%, 95.3%]"
"p.G39.P02",0.051,0.048,0.001,0.002,0.012,0.035,0.076,0.151,0.173,"5.1% [0.1%, 17.3%]"
"p.G40.P02",0.846,0.112,0.58,0.646,0.791,0.865,0.927,0.983,0.991,"84.6% [58%, 99.1%]"
"p.G41.P02",0.727,0.111,0.499,0.543,0.664,0.728,0.798,0.903,0.94,"72.7% [49.9%, 94%]"
"p.G42.P02",0.124,0.088,0.004,0.008,0.049,0.113,0.186,0.286,0.311,"12.4% [0.4%, 31.1%]"
"p.G43.P02",0.611,0.133,0.317,0.381,0.539,0.622,0.7,0.803,0.829,"61.1% [31.7%, 82.9%]"
"p.G44.P02",0.278,0.164,0.012,0.025,0.147,0.271,0.402,0.554,0.588,"27.8% [1.2%, 58.8%]"
"p.G45.P02",0.215,0.141,0.006,0.012,0.098,0.207,0.307,0.463,0.522,"21.5% [0.6%, 52.2%]"
"p.G46.P02",0.153,0.115,0.003,0.007,0.049,0.134,0.243,0.359,0.386,"15.3% [0.3%, 38.6%]"
"p.G47.P02",0.043,0.037,0.001,0.002,0.014,0.032,0.062,0.119,0.137,"4.3% [0.1%, 13.7%]"
"p.G48.P02",0.889,0.119,0.58,0.664,0.851,0.926,0.968,0.993,0.996,"88.9% [58%, 99.6%]"
"p.G49.P02",0.583,0.129,0.278,0.353,0.515,0.6,0.669,0.76,0.792,"58.3% [27.8%, 79.2%]"
"p.G50.P02",0.529,0.124,0.285,0.335,0.451,0.525,0.605,0.74,0.786,"52.9% [28.5%, 78.6%]"
"p.G51.P02",0.549,0.15,0.167,0.279,0.475,0.558,0.65,0.765,0.794,"54.9% [16.7%, 79.4%]"
"p.G52.P02",0.602,0.15,0.209,0.344,0.524,0.613,0.705,0.814,0.839,"60.2% [20.9%, 83.9%]"
"p.G53.P02",0.22,0.161,0.003,0.009,0.075,0.197,0.355,0.493,0.526,"22% [0.3%, 52.6%]"
"p.G54.P02",0.026,0.028,0,0.001,0.006,0.017,0.037,0.079,0.1,"2.6% [0%, 10%]"
"p.G55.P02",0.649,0.14,0.316,0.41,0.575,0.659,0.743,0.849,0.874,"64.9% [31.6%, 87.4%]"
"p.G01.P03",0.21,0.165,0.001,0.002,0.061,0.207,0.315,0.48,0.552,"21% [0.1%, 55.2%]"
"p.G02.P03",0.106,0.102,0.001,0.002,0.021,0.076,0.168,0.3,0.343,"10.6% [0.1%, 34.3%]"
"p.G03.P03",0.104,0.119,0.001,0.002,0.015,0.06,0.152,0.362,0.422,"10.4% [0.1%, 42.2%]"
"p.G04.P03",0.133,0.14,0.001,0.002,0.02,0.083,0.208,0.409,0.487,"13.3% [0.1%, 48.7%]"
"p.G05.P03",0.037,0.046,0,0.001,0.006,0.019,0.052,0.133,0.166,"3.7% [0%, 16.6%]"
"p.G06.P03",0.222,0.192,0.001,0.002,0.036,0.203,0.359,0.547,0.659,"22.2% [0.1%, 65.9%]"
"p.G07.P03",0.058,0.077,0,0,0.006,0.028,0.08,0.202,0.253,"5.8% [0%, 25.3%]"
"p.G08.P03",0.016,0.02,0,0,0.003,0.008,0.021,0.055,0.072,"1.6% [0%, 7.2%]"
"p.G09.P03",0.351,0.213,0.003,0.009,0.16,0.386,0.51,0.671,0.723,"35.1% [0.3%, 72.3%]"
"p.G10.P03",0.029,0.034,0,0.001,0.005,0.016,0.039,0.101,0.13,"2.9% [0%, 13%]"
"p.G11.P03",0.311,0.194,0.003,0.008,0.138,0.338,0.453,0.608,0.667,"31.1% [0.3%, 66.7%]"
"p.G12.P03",0.166,0.133,0.001,0.003,0.041,0.153,0.261,0.402,0.449,"16.6% [0.1%, 44.9%]"
"p.G13.P03",0.049,0.063,0,0.001,0.007,0.025,0.066,0.174,0.211,"4.9% [0%, 21.1%]"
"p.G14.P03",0.183,0.135,0.002,0.005,0.06,0.172,0.281,0.414,0.452,"18.3% [0.2%, 45.2%]"
"p.G15.P03",0.108,0.106,0.001,0.002,0.02,0.078,0.17,0.317,0.369,"10.8% [0.1%, 36.9%]"
