"","arenaID","ACT3.x","ACT3.y","ACT2.x","ACT2.y","ACT1.x","ACT1.y"
"1","A",0.59697,0.6082975,0.5807264463,0.591745725025,0.533245900077,0.54336423589475
"2","B",0.613893333333333,0.613435,0.597189295733333,0.59674343365,0.548362736962667,0.5479533288335
"3","C",0.609471666666667,0.6133925,0.592887942616667,0.596702090075,0.544413065083833,0.54791536553425
"4","D",0.586755,0.601035,0.57078939645,0.58468083765,0.5241213094455,0.5368769779935
"5","E",0.59409,0.609725,0.5779248111,0.59313438275,0.530673328269,0.5446393561225
"6","F",0.618413333333333,0.618765,0.601586306533333,0.60192840435,0.552400245494667,0.5527143731865
"7","G",0.61782,0.61817,0.6010091178,0.6013495943,0.551870248062,0.552182886997
"8","H",0.593396666666667,0.607445,0.577250343366667,0.59091642155,0.530054005426333,0.5426027367745
