"","FishID","PITID","Treatment","Sex","TL","SL","Weight","ConditionFactor","InfectionScore","Date","TimeLoaded","TrialType","TrialDay","TrialRound","ArenaID","UniqueID","TankID","TankID.combo","avespeed_tot","avespeed_mob","propmoving","dist","timefrozen_tot","centretime50","centretime75","centretime100","centrescore","Notes"
"38","K14","1265","PIT+clip","M",17.1,14.9,72,1.4399392345643,1,"10-11-2020","12:00","ACT","Day 0",2,"F","ACT4_2F","D_3","D",36.6,54.33,0.66,45820,299,337.533333333333,131.533333333333,65.9666666666667,2.37079947133095,""
"39","K15","1375","PITtagged","M",13.6,11.3,39,1.55041471605943,1,"10-11-2020","12:00","ACT","Day 0",2,"G","ACT4_2G","D_3","D",62.42,76.37,0.81,76174,0,178.266666666667,71.9,33.0666666666667,1.97127777777778,"minor scale damage"
"40","K15","1375","PITtagged","M",13.6,11.3,39,1.55041471605943,1,"20-11-2020","14:19","ACT","Day 10",4,"C","ACT6_4C","D_3","D",7.08,35.46,0.15,9001,1129,1117.43333333333,546.966666666667,224.733333333333,3.57344444444444,"minor scale damage"
"41","K15","1375","PITtagged","M",13.6,11.3,39,1.55041471605943,1,"12-11-2020","15:15","ACT","Day 2",6,"A","ACT5_6A","D_3","D",42.46,57.05,0.73,52319,152,177.066666666667,55.1666666666667,32.7,1.95760866491332,"minor scale damage"
"42","K16",NA,"Control","M",12.9,10.8,30,1.39750098873195,1,"12-11-2020","14:10","ACT","Day 2",5,"G","ACT5_5G","D_3","D",5.23,46.44,0.1,6544,1099,121.766666666667,32.4,8.93333333333333,1.81541666666667,""
"43","K16",NA,"Control","M",12.9,10.8,30,1.39750098873195,1,"10-11-2020","12:00","ACT","Day 0",2,"H","ACT4_2H","D_3","D",27.82,51.17,0.53,34467,472,164.466666666667,49.9,24.7666666666667,1.96947222222222,""
"44","K16",NA,"Control","M",12.9,10.8,30,1.39750098873195,1,"20-11-2020","14:19","ACT","Day 10",4,"F","ACT6_4F","D_3","D",1.86,7.25,0.07,2667,1197,0,0,0,1.63805555555556,""
"45","K17",NA,"Control","M",16.8,14.1,71,1.49737474354821,1,"10-11-2020","13:20","ACT","Day 0",3,"A","ACT4_3A","D_3","D",32.19,51.21,0.61,40274,398,279.966666666667,39.2333333333333,8.5,2.16197222222222,""
"46","K17",NA,"Control","M",16.8,14.1,71,1.49737474354821,1,"12-11-2020","14:10","ACT","Day 2",5,"H","ACT5_5H","D_3","D",28.41,47.84,0.58,36118,435,121.833333333333,47.0666666666667,17.4666666666667,1.95966666666667,""
"47","K17",NA,"Control","M",16.8,14.1,71,1.49737474354821,1,"20-11-2020","14:19","ACT","Day 10",4,"B","ACT6_4B","D_3","D",2.46,6.75,0.07,3436,1200,1200,0,0,3,""
"48","K18","1380","PITtagged","M",13.3,11.2,38,1.61520880611841,2,"10-11-2020","13:20","ACT","Day 0",3,"B","ACT4_3B","D_3","D",34.63,67.54,0.5,42384,568,272.066666666667,90.0666666666667,45.3,2.24011472488305,"small wound"
"49","K18","1380","PITtagged","M",13.3,11.2,38,1.61520880611841,2,"12-11-2020","15:15","ACT","Day 2",6,"B","ACT5_6B","D_3","D",15.57,53.03,0.28,19257,918,451.066666666667,161.7,78.1333333333333,2.49652777777778,"small wound"
"50","K19","1256","PITtagged","M",12.1,10.7,21,1.18539525311293,1,"12-11-2020","15:15","ACT","Day 2",6,"G","ACT5_6G","D_4","D",17.89,46,0.37,22375,803,267.833333333333,115.966666666667,48.6666666666667,2.21173199888796,""
"51","K19","1256","PITtagged","M",12.1,10.7,21,1.18539525311293,1,"10-11-2020","13:20","ACT","Day 0",3,"C","ACT4_3C","D_4","D",28.21,56.51,0.48,35070,595,118.7,42.7,15.3333333333333,1.88559156579461,""
"52","K20",NA,"Control","M",11.5,9.9,30,1.97254869729596,2,"10-11-2020","13:20","ACT","Day 0",3,"D","ACT4_3D","D_4","D",29.58,46.21,0.63,36745,282,451.566666666667,248.966666666667,156.133333333333,2.51755555555556,""
"53","K20",NA,"Control","M",11.5,9.9,30,1.97254869729596,2,"12-11-2020","15:15","ACT","Day 2",6,"F","ACT5_6F","D_4","D",30.09,42.8,0.69,37608,226,222.466666666667,137.5,84.8666666666667,1.99765926845089,""
"54","K20",NA,"Control","M",11.5,9.9,30,1.97254869729596,2,"20-11-2020","14:19","ACT","Day 10",4,"H","ACT6_4H","D_4","D",16.4,45.29,0.34,20562,867,535.233333333333,326.5,134.666666666667,2.68272222222222,""
"55","K21","1434","PITtagged","F",10.1,8.7,14,1.3588262070987,1,"10-11-2020","13:20","ACT","Day 0",3,"E","ACT4_3E","D_4","D",29.54,51.9,0.55,36574,484,76,13.1666666666667,4.36666666666667,1.60275574827409,""
"56","K21","1434","PITtagged","F",10.1,8.7,14,1.3588262070987,1,"20-11-2020","15:04","ACT","Day 10",5,"B","ACT6_5B","D_4","D",3.98,33.91,0.08,5154,1171,647.133333333333,28.1666666666667,24.6666666666667,2.58075,""
"57","K21","1434","PITtagged","F",10.1,8.7,14,1.3588262070987,1,"12-11-2020","15:15","ACT","Day 2",6,"H","ACT5_6H","D_4","D",22.88,43.77,0.49,28511,559,216.066666666667,78.6333333333333,40.7333333333333,1.79311439455154,""
"58","K22","1332","PIT+clip","M",13.4,11.5,39,1.62087756805192,3,"20-11-2020","15:04","ACT","Day 10",5,"A","ACT6_5A","D_4","D",7.55,38.34,0.16,9655,1090,1020.26666666667,579.6,503.166666666667,3.73747222222222,"some scale loss and some bleeding with PIT"
"59","K22","1332","PIT+clip","M",13.4,11.5,39,1.62087756805192,3,"12-11-2020","15:15","ACT","Day 2",6,"E","ACT5_6E","D_4","D",20.49,42.11,0.47,25557,609,251.733333333333,160.766666666667,116.3,2.20820127884348,"some scale loss and some bleeding with PIT"
