"source","Meand15N","SDd15N","Meand13C","SDd13C","n"
"P01",6.58038888911111,1.07137307079144,-16.1226111133333,0.798506539324959,9
"P02",5.41211111133333,0.876058582876646,-13.85927778,0.798756885086468,6
"P03",9.17294444466667,0.651708716958609,-14.2986111133333,0.921232475347946,6
"P04",4.926277778,0.972197320231428,-14.6909444466667,0.681936055597373,6
"P05",5.32261111133333,0.168415188926938,-12.1879444466667,0.772255448999636,3
"P06",4.03894444466667,1.91648786362666,-16.39427778,2.34581919506519,3
"P07",7.405777778,1.43651817358569,-15.17677778,1.21246451348525,6
"P08",10.5234000008,1.35595412642643,-16.148900002,2.63554560432459,5
